,institution,program,degree,season,admission_status,admission_via,admission_date,ST,Date_added,notes,Undergrad_GPA,GRE_V,GRE_Q,GRE_W,GRE_sub
174,Purdue University,Statistics,PhD,F20,Accepted,E-mail,18 Feb 2020,A,20 Feb 2020,,3.9,165.0,166.0,4.0,
175,Duke University,Statistics,PhD,F20,Wait listed,E-mail,20 Feb 2020,A,20 Feb 2020,,,,,,
176,University Of Georgia,Statistics,PhD,F20,Accepted,Website,19 Feb 2020,U,20 Feb 2020,"To the UGA post: I saw the results from previous years and turns out they do this everytime: accept bunch of students without funding. Perhaps we are just cash sows to them. I don't understand what their strategy is. I don't think anyone would pay for PhD in the middle of nowhere in Georgia. One of my friends--an international in the US--was also accepted without funding last year. But another dude I know, who was American, was accepted with funding couple years ago. I haven't received a letter or email about anything yet so probably gonna call them tomorrow.",,,,,
177,University Of Minnesota,Statistics,Masters,F20,Accepted,E-mail,19 Feb 2020,A,20 Feb 2020,No funding,,,,,
178,University Of Georgia,Statistics,PhD,F20,Accepted,E-mail,20 Feb 2020,I,20 Feb 2020,"To the post below, I received a email to notify that I don’t get funding. And there are long waitlists for both tuition waiver and stipend assistantship.  That’s too f*cking humiliating, I would rather gap one year.",,,,,
179,Duke University,Statistics,PhD,S20,Wait listed,E-mail,20 Feb 2020,A,20 Feb 2020,,3.95,160.0,170.0,5.0,
180,Johns Hopkins University,Applied Math And Statistics,Masters,F20,Accepted,E-mail,20 Feb 2020,U,20 Feb 2020,"This is for the Master of Science in Engineering program, not the Master of Arts program. Good luck to the other applicants.",3.51,161.0,170.0,4.0,
181,State University New York (SUNY) Stony Brook,Applied Mathematics And Statistics,PhD,F20,Accepted,E-mail,20 Feb 2020,U,20 Feb 2020,No funding of any form. Have to apply for TA/RA after the first year.,,,,,
182,Stony Brook University,Statistics,PhD,F20,Accepted,E-mail,20 Feb 2020,U,20 Feb 2020,The email said they will not provide me with ant TA or RA position for funding.,3.9,155.0,169.0,3.5,
183,University Of Maryland (College Park),"Applied Mathematics & Statistics, And Scientific Computation (AMSC)",PhD,F20,Rejected,Website,20 Feb 2020,U,20 Feb 2020,,,,,,
184,Columbia University,Statistics,PhD,F20,Other,Other,20 Feb 2020,U,20 Feb 2020,"To the accepted poster below, did they send out official offers? Is the interview with other perspective candidates?",,,,,
185,University Of Georgia,Statistics,PhD,F20,Other,Other,20 Feb 2020,,20 Feb 2020,"To the UGA poster below, did you receive a letter or email from them that said you are not offered funding? I have an update on my portal that says that I have been offered admission but there is no link/ letter/ email anywhere.",,,,,
186,Columbia University,Statistics,PhD,F20,Interview,E-mail,19 Feb 2020,I,20 Feb 2020,Invited to interview on 2.20,,,,,
187,University Of Georgia,Statistics,PhD,F20,Accepted,E-mail,19 Feb 2020,U,20 Feb 2020,"No funding, No thanks.",,,,,
188,University Of Chicago,Statistics,PhD,F20,Accepted,E-mail,20 Feb 2020,I,20 Feb 2020,,,,,,
189,"University Of California, Davis",Statistics,PhD,F20,Accepted,E-mail,20 Feb 2020,I,19 Feb 2020,,,,,,
190,"University Of Maryland, College Park (UMD)",Mathematical Statistics,PhD,F20,Accepted,E-mail,17 Feb 2020,U,19 Feb 2020,Fully funded with fellowship.,,,,,
191,"University Of California, Davis",Statistics PhD,PhD,F20,Other,Other,20 Feb 2020,O,19 Feb 2020,"To the post below (UC Davis Stats PhD), could I know if you had interview before? Also, do you know how many they will admit this year?",,,,,
192,University Of Maryland - College Park,"Applied Mathematics & Statistics, And Scientific Computation (AMSC)",PhD,F20,Rejected,Website,20 Feb 2020,I,19 Feb 2020,expected,3.74,150.0,167.0,3.0,710.0
193,Purdue University - West Lafayette,Statistics,Masters,F20,Rejected,E-mail,17 Feb 2020,I,19 Feb 2020,,3.76,160.0,166.0,5.0,
194,University Of Chicago,Statistics,Masters,F20,Rejected,Website,18 Feb 2020,I,19 Feb 2020,,3.76,160.0,166.0,5.0,
195,University Of Minnesota,Statistics,Masters,F20,Accepted,E-mail,19 Feb 2020,I,19 Feb 2020,,3.76,160.0,166.0,5.0,
196,Duke University,Statistics,Masters,F20,Accepted,E-mail,19 Feb 2020,U,19 Feb 2020,,3.9,162.0,169.0,4.0,
197,"University Of Maryland, College Park (UMD)","Measurement, Statistics, And Evaluation (EDMS)",PhD,F20,Accepted,E-mail,19 Feb 2020,A,19 Feb 2020,"Received email (that went to spam) telling me to check status, received another email stating to expect a letter about funding sometime this week.",3.9,169.0,165.0,5.0,
198,Purdue University - West Lafayette,Statistics,PhD,F20,Accepted,E-mail,18 Feb 2020,I,19 Feb 2020,,,,,,
199,Carnegie Mellon University,Statistics,Masters,F20,Accepted,Website,20 Feb 2020,I,19 Feb 2020,,,,,,
200,Ball State University,Statistics,Masters,F20,Accepted,E-mail,31 Jan 2020,U,19 Feb 2020,TA Funding decision to be given in mid March.,,160.0,168.0,4.0,810.0
201,"University Of California, Davis",Statistics,PhD,F20,Accepted,Website,19 Feb 2020,I,19 Feb 2020,,,,,,
202,McGill University,Statistics,Masters,F20,Accepted,E-mail,19 Feb 2020,A,19 Feb 2020,,,,,,
203,University Of Texas At Dallas,Statistics,PhD,F20,Accepted,E-mail,19 Feb 2020,U,19 Feb 2020,,3.94,155.0,169.0,3.5,
204,University Of Connecticut (UConn),Statistics,PhD,F20,Rejected,E-mail,19 Feb 2020,U,19 Feb 2020,,3.94,150.0,170.0,3.5,
205,Oregon State University,Statistics,Masters,F20,Accepted,E-mail,19 Feb 2020,A,19 Feb 2020,Waitlisted for funding,3.5,160.0,163.0,4.0,
206,Penn State (Pennsylvania State University),Statistics,PhD,F20,Other,E-mail,19 Feb 2020,,19 Feb 2020,TTPB: They asked if I was interested and that they would send an offer with full financial support if I said I was interested. I'm not from any of those countries.,,,,,
207,"University Of California, Irvine",Statistics,PhD,F20,Accepted,E-mail,4 Feb 2020,,19 Feb 2020,"Email was sent by a professor, the official offer was sent a week or so later. Visit day is 3/13.",,,,,
208,University Of Chicago,Statistics,Masters,F20,Rejected,E-mail,17 Feb 2020,U,19 Feb 2020,,3.93,170.0,163.0,4.0,
209,UC Santa Barbara (UCSB),Statistics,PhD,F20,Accepted,E-mail,13 Feb 2020,A,19 Feb 2020,,,,,,
210,University Of Minnesota,Statistics,Masters,F20,Accepted,E-mail,19 Feb 2020,,19 Feb 2020,,,,,,
211,University Of Minnesota,Statistics,Masters,F20,Accepted,E-mail,19 Feb 2020,I,19 Feb 2020,,,,,,
212,Washington State University,Statistics,PhD,F20,Rejected,E-mail,19 Feb 2020,I,19 Feb 2020,,,,,,
213,Columbia University,Statistics,Masters,F20,Accepted,E-mail,19 Feb 2020,U,19 Feb 2020,,3.84,154.0,167.0,3.0,
214,Penn State (Pennsylvania State University),Statistics,PhD,F20,Other,Other,19 Feb 2020,O,18 Feb 2020,"To poster below for penn state : did the department offer admission or they asked if you're interested and then the offer will come later? also previously some wrote they offered some admission to Chinese, American and Indian applicants. Are you among these categories?",,,,,
215,University Of Chicago,Statistics,Masters,F20,Accepted,E-mail,17 Feb 2020,I,18 Feb 2020,,3.76,158.0,170.0,3.5,
216,University Of Waterloo,Statistics,Masters,F20,Accepted,Website,27 Jan 2020,,18 Feb 2020,,,,,,
217,Duke University,Statistics,Masters,F20,Accepted,Website,18 Feb 2020,A,18 Feb 2020,Notification to check website,4.0,170.0,168.0,5.0,
218,Columbia University,Statistics,PhD,F20,Interview,E-mail,17 Feb 2020,U,18 Feb 2020,"Hello, I'm the one having interview tomorrow. I'm an international student studying at US. The interview is 20 min about your background and research interests, and there will be two profs in the interview.",,,,,
219,Penn State (Pennsylvania State University),Statistics,PhD,F20,Accepted,E-mail,18 Feb 2020,I,18 Feb 2020,Email asking if I am still interested.,,,,,
220,"University Of Michigan, Ann Arbor",Statistics,PhD,F20,Wait listed,E-mail,18 Feb 2020,U,18 Feb 2020,,,,,,
221,University Of Michigan,Statistics,PhD,F20,Wait listed,E-mail,18 Feb 2020,A,18 Feb 2020,,,,,,
222,Oregon State University,Statistics,PhD,F20,Rejected,E-mail,18 Feb 2020,U,18 Feb 2020,,3.94,155.0,169.0,3.5,
223,Colorado State University,Statistics,PhD,F20,Accepted,E-mail,18 Feb 2020,A,18 Feb 2020,,3.94,157.0,166.0,4.0,
224,Columbia University,Statistics,PhD,F20,Other,Other,18 Feb 2020,O,18 Feb 2020,To the poster of interview of Columbia: can you tell if u r domestic or international & any other info related to the interview,,,,,
225,Pennsylvania State University (Penn State),Statistics,PhD,F20,Accepted,E-mail,18 Feb 2020,I,18 Feb 2020,,,,,,
226,Rutgers University - New Brunswick,Statistics,PhD,F20,Accepted,E-mail,17 Feb 2020,U,18 Feb 2020,I got the email at around 10 pm in US,,,,,
227,Rutgers University - New Brunswick,Statistics PhD,PhD,F20,Accepted,E-mail,18 Feb 2020,I,17 Feb 2020,,,,,,
228,University Of Chicago,Statistics,PhD,F20,Accepted,Postal Service,18 Feb 2020,I,17 Feb 2020,,,,,,
229,Columbia University,Statistics,PhD,F20,Interview,E-mail,17 Feb 2020,O,17 Feb 2020,Interview on 19 Feb,,,,,
230,University Of Chicago,Statistics,PhD,F20,Rejected,Website,18 Feb 2020,,17 Feb 2020,,,,,,
231,Stony Brook University,Statistics,PhD,F20,Rejected,E-mail,13 Feb 2020,A,17 Feb 2020,Got into the Masters program though,3.0,154.0,166.0,4.5,
232,University Of Chicago,Statistics,Masters,F19,Accepted,Website,18 Feb 2020,A,17 Feb 2020,,,,,,
233,University Of Minnesota,Statistics,PhD,F20,Accepted,E-mail,17 Feb 2020,I,17 Feb 2020,,,,,,
234,Purdue University - West Lafayette,Statistics,PhD,F20,Rejected,Website,17 Feb 2020,I,17 Feb 2020,,,,,,
235,University Of Chicago,Statistics,PhD,F20,Rejected,Website,17 Feb 2020,U,17 Feb 2020,,,,,,
236,University Of Chicago,Statistics,PhD,F20,Rejected,Website,17 Feb 2020,I,17 Feb 2020,,,,,,
237,University Of Notre Dame,Applied And Computational Mathematics And Statistics,Masters,F20,Accepted,Website,18 Feb 2020,U,17 Feb 2020,,,,,,
238,University Of Chicago,Statistics,PhD,F20,Accepted,E-mail,17 Feb 2020,U,17 Feb 2020,Email to check status. I really wish they just say YES/NO in the email instead of letting me go to the website,,,,,
239,University Of Chicago,Statistics,PhD,F20,Rejected,E-mail,18 Feb 2020,U,17 Feb 2020,So sad....,3.88,169.0,160.0,4.0,
240,University Of Chicago,Statistics,PhD,F20,Rejected,E-mail,18 Feb 2020,U,17 Feb 2020,,,,,,
241,University Of Chicago,Statistics,PhD,F20,Rejected,E-mail,17 Feb 2020,U,17 Feb 2020,,,,,,
242,Carnegie Mellon University,Statistics,PhD,F20,Accepted,Website,11 Feb 2020,I,17 Feb 2020,email to check portal,,,,,
243,University Of Minnesota,Statistics,PhD,F20,Accepted,E-mail,17 Feb 2020,I,17 Feb 2020,,,,,,
244,Purdue University - West Lafayette,Statistics,PhD,F20,Accepted,E-mail,17 Feb 2020,I,17 Feb 2020,,,,,,
245,UNC Charlotte,Applied Mathematics (Statistics),PhD,F20,Accepted,Other,17 Feb 2020,,17 Feb 2020,Decision posted on the portal. No information on funding yet. Will be separately contacted if funding is allocated.,,,,,
246,Oregon State University,Statistics,Masters,S20,Rejected,E-mail,17 Feb 2020,A,17 Feb 2020,Pretty bummed about this one. 1A/2R/2W,,,,,
247,University Of South Carolina,Statistics,PhD,F20,Accepted,E-mail,17 Feb 2020,U,17 Feb 2020,,,,,,
248,Colorado State University,Statistics,PhD,F20,Accepted,E-mail,17 Feb 2020,U,17 Feb 2020,,,,,,
249,University Of Washington,Statistics,PhD,F20,Other,Other,17 Feb 2020,O,17 Feb 2020,"Got it, thanks very much! Good luck with all the other applications.",,,,,
250,UC Santa Barbara (UCSB),Applied Probability & Statistics,PhD,F20,Other,Other,4 Mar 2020,O,4 Mar 2020,"Has anyone heard from this program? Only saw 3 results on the Gradcafe, and the notification dates are Feb 19th, Feb 7th and Jan. A little bit weird, I though the graduate school will send out the results at the same time.",,,,,
251,Johns Hopkins University,Applied Statistics,Masters,F20,Accepted,E-mail,4 Mar 2020,U,4 Mar 2020,With tuition funding of 8300/year.,3.95,148.0,170.0,3.5,810.0
252,Rice University,Statistics,PhD,F20,Other,Phone,4 Mar 2020,U,4 Mar 2020,"I asked staff there, and she told me the first round offers were sent long time ago. Whether there's second round depends on the acceptance rate.    But I don't know further detail, and I think there wouldn't be another round. Sad.",,,,,
253,Rice University,Statistics,PhD,F20,Other,Other,4 Mar 2020,U,4 Mar 2020,That's it for this F2020 admission? Will there be further acceptance?,,,,,
254,Johns Hopkins University,Applied Statistics,Masters,F20,Accepted,E-mail,4 Mar 2020,U,3 Mar 2020,"This is the M.S.E program, not the M.A program",3.95,148.0,170.0,3.5,810.0
255,Penn State University,Master Of Applied Statistics,Masters,F20,Rejected,E-mail,3 Mar 2020,U,3 Mar 2020,.... 1st rej,,,,,
256,Boston University,Statistics In Natural Science And Arts Dept,PhD,F20,Rejected,E-mail,4 Mar 2020,U,3 Mar 2020,,,,,,
257,University Of Minnesota,Statistics,PhD,F20,Rejected,E-mail,3 Mar 2020,U,3 Mar 2020,,,,,,
258,"University Of California, Los Angeles",Statistics,PhD,F20,Accepted,E-mail,3 Mar 2020,U,3 Mar 2020,,,,,,
259,Northwestern University,Statistics,PhD,F20,Interview,E-mail,2 Mar 2020,I,3 Mar 2020,phone interview,,,,,
260,Carnegie Mellon University (CMU) - Robotics Institute,Statistics,PhD,F20,Accepted,Website,2 Mar 2020,I,3 Mar 2020,,,,,,
261,Columbia University,Statistics,PhD,F20,Other,Other,3 Mar 2020,O,2 Mar 2020,How come there is just one acceptance from Columbia? Do they send the offers on a rolling basis?,,,,,
262,Penn State (Pennsylvania State University),Applied Statistics,Masters,F20,Rejected,E-mail,3 Mar 2020,,2 Mar 2020,Expected,,,,,
263,Carnegie Mellon University,Statistics And Public Policy,PhD,F20,Wait listed,E-mail,2 Mar 2020,A,2 Mar 2020,,3.66,170.0,166.0,5.0,
264,Duke,Statistics,PhD,F20,Rejected,Website,2 Mar 2020,A,2 Mar 2020,,,,,,
265,Carnegie Mellon University,Statistics And Public Policy,PhD,F20,Wait listed,Website,2 Mar 2020,I,2 Mar 2020,,,,,,
266,Virginia Tech,Statistics,PhD,F20,Interview,E-mail,2 Mar 2020,U,2 Mar 2020,"Has anyone received the interview invitation? 
Ps. I guess they want to make funding decisions based on interview performance because I already got acceptance letter but no funding info mentioned.",,,,,
267,University Of Nebraska,Statistics,PhD,F20,Accepted,E-mail,28 Feb 2020,A,2 Mar 2020,Nothing in the letter mentioning what the funding package is.,3.5,160.0,163.0,4.0,
268,Ohio State University,Statistics,PhD,F20,Accepted,E-mail,8 Jan 2020,U,1 Mar 2020,"Has everyone heard about the funding status? I am not in the fellowship pool, it seems that they have already made the decision about fellowship, I am just wondering have anyone not in the fellowship pool received an official offer about stipend",,,,,
269,George Washington University (GWU),Statistics,Masters,F19,Accepted,E-mail,28 Feb 2020,U,1 Mar 2020,,3.67,155.0,160.0,4.0,
270,Western Michigan University,Statistics,Masters,F20,Accepted,E-mail,29 Feb 2020,U,29 Feb 2020,,3.86,154.0,165.0,4.5,
271,San Diego State University (SDSU),Statistics,Masters,F20,Accepted,E-mail,29 Feb 2020,U,29 Feb 2020,,3.86,154.0,165.0,4.5,
272,University Of British Columbia,Statistics,PhD,F20,Accepted,E-mail,27 Feb 2020,I,29 Feb 2020,,,,,,
273,University Of Chicago,Statistics,PhD,F20,Rejected,Website,25 Feb 2020,I,29 Feb 2020,Accepted into Master's though,3.94,151.0,170.0,4.0,970.0
274,Stanford University,Statistics,Masters,F20,Rejected,E-mail,21 Feb 2020,I,29 Feb 2020,,3.94,151.0,170.0,4.0,970.0
275,Johns Hopkins University,Applied Mathematics & Statistics,PhD,F20,Accepted,Website,26 Feb 2020,I,29 Feb 2020,,3.94,151.0,170.0,4.0,970.0
276,Columbia University,Statistics,PhD,F20,Accepted,E-mail,28 Feb 2020,I,29 Feb 2020,Got two emails. One asking to check website. The other is unofficial offer letter.,,,,,
277,Cornell University,Statistics,PhD,F20,Rejected,E-mail,28 Feb 2020,I,29 Feb 2020,,,,,,
278,Cornell University,Statistics,PhD,F20,Rejected,E-mail,28 Feb 2020,I,28 Feb 2020,,,,,,
279,Cornell University,Statistics,PhD,F20,Rejected,E-mail,28 Feb 2020,U,28 Feb 2020,,4.0,165.0,168.0,4.5,870.0
280,"University Of California, Irvine",Statistics,Masters,F20,Accepted,E-mail,29 Feb 2020,U,28 Feb 2020,Notified by department chair via email that I was recommended for admission. The official letter will be coming next week.,3.95,148.0,170.0,3.5,810.0
281,Yale University,Statistics,Masters,F20,Rejected,Website,29 Jan 2020,U,28 Feb 2020,,3.54,166.0,163.0,5.5,
282,Michigan State University,Statistics,Masters,F20,Accepted,E-mail,28 Feb 2020,I,28 Feb 2020,There is mistake about GRE score in the result below.,2.91,143.0,170.0,3.0,
283,Michigan State University (MSU),Statistics,Masters,F20,Accepted,E-mail,28 Feb 2020,I,28 Feb 2020,No funding.,2.91,170.0,143.0,3.0,
284,University Of Illinois,Statistics,Masters,F20,Accepted,E-mail,28 Feb 2020,I,28 Feb 2020,,,,,,
285,Cornell University,Statistics,PhD,F20,Rejected,E-mail,28 Feb 2020,U,28 Feb 2020,,,,,,
286,Cornell University,Statistics,PhD,F20,Rejected,E-mail,28 Feb 2020,U,28 Feb 2020,,,,,,
287,Cornell University,Statistics,PhD,F20,Rejected,E-mail,28 Feb 2020,A,28 Feb 2020,,4.0,160.0,168.0,4.0,
288,Cornell University,Statistics,PhD,F20,Rejected,E-mail,28 Feb 2020,U,28 Feb 2020,,,,,,
289,Cornell University,Statistics,PhD,F20,Rejected,E-mail,28 Feb 2020,U,28 Feb 2020,,,,,,
290,Cornell University,Statistics,PhD,F20,Rejected,E-mail,28 Feb 2020,A,28 Feb 2020,,3.95,160.0,170.0,5.0,
291,Michigan Technological University,Statistics,PhD,F20,Accepted,E-mail,28 Feb 2020,I,28 Feb 2020,No funding offer yet!,3.65,148.0,169.0,3.0,
292,Michigan Technological University,Statistics,PhD,F20,Accepted,E-mail,28 Feb 2020,I,28 Feb 2020,,,161.0,169.0,4.0,
293,University Of British Columbia,Statistics,Masters,F20,Accepted,E-mail,27 Feb 2020,U,28 Feb 2020,With full financial support. Need to confirm the offer before 3/16.,3.71,152.0,170.0,3.5,
